Title,Artist,Release Date,Year,Popularity,Track ID,Valence,Energy,Danceability,Loudness,Acousticness,Spotify_Link,Cluster,Mood
Every Kind Of Way,H.E.R.,6/16/2017,2017,62,71AaGUlQ7I5dRgDEQpdnI4,0.207,0.3,0.45,-9.53,0.634,https://open.spotify.com/track/71AaGUlQ7I5dRgDEQpdnI4,2,Sad
Heat (feat. Gunna),Chris Brown,6/28/2019,2019,60,1GIYmwtBbPSHrqcSaukZck,0.483,0.613,0.619,-5.83,0.0614,https://open.spotify.com/track/1GIYmwtBbPSHrqcSaukZck,0,Anxious
Let Em' Know,Bryson Tiller,10/2/2015,2015,73,5QDGKcQLqOJvoiu8eScEaM,0.178,0.406,0.489,-11.44,0.0336,https://open.spotify.com/track/5QDGKcQLqOJvoiu8eScEaM,2,Sad
R e s e n t m e n t,PARTYNEXTDOOR,7/7/2023,2023,59,4HISFDmENrT1reZ5nMUe4l,0.328,0.227,0.505,-15.534,0.62,https://open.spotify.com/track/4HISFDmENrT1reZ5nMUe4l,2,Sad
Confidential,Sean Christopher,9/20/2024,2024,38,4j5d26sL9no4ckxUMUxPjD,0.0811,0.381,0.387,-8.985,0.126,https://open.spotify.com/track/4j5d26sL9no4ckxUMUxPjD,2,Sad
Running Through My Mind,DeJ Loaf,5/29/2020,2020,0,3iU4lKimVijNtWIHwu00Yt,0.459,0.689,0.397,-8.652,0.0519,https://open.spotify.com/track/3iU4lKimVijNtWIHwu00Yt,0,Anxious
You Belong To Somebody Else,DeJ Loaf,2/10/2017,2017,63,7izlgARoZsidRx23DOBhad,0.287,0.472,0.79,-6.999,0.325,https://open.spotify.com/track/7izlgARoZsidRx23DOBhad,2,Sad
Tell Me It's Over (feat. Summer Walker & 6LACK),Jacquees,12/16/2022,2022,58,2cue4DdCwO7himRLESpWk5,0.441,0.459,0.707,-6.488,0.38,https://open.spotify.com/track/2cue4DdCwO7himRLESpWk5,2,Sad
TBH,PARTYNEXTDOOR,7/1/2013,2013,75,236P5yLtfnHgTMxevc0q6F,0.154,0.681,0.543,-7.876,0.159,https://open.spotify.com/track/236P5yLtfnHgTMxevc0q6F,0,Anxious
Fell In Love,Marshmello,5/5/2023,2023,64,1N8klHEbZ0bFOHnMVs8C9S,0.647,0.464,0.732,-9.722,0.0899,https://open.spotify.com/track/1N8klHEbZ0bFOHnMVs8C9S,1,Calm
Wus Good / Curious,PARTYNEXTDOOR,7/1/2013,2013,73,0NHvTrD8Igke3fawcp3njY,0.456,0.536,0.343,-8.215,0.0737,https://open.spotify.com/track/0NHvTrD8Igke3fawcp3njY,0,Anxious
What You Heard,Sonder,2/22/2019,2019,76,3a3dQOO19moXPeTt2PomoT,0.135,0.371,0.429,-9.017,0.546,https://open.spotify.com/track/3a3dQOO19moXPeTt2PomoT,2,Sad
Moonlight,Kali Uchis,2/24/2023,2023,74,2i2gDpKKWjvnRTOZRhaPh2,0.889,0.719,0.64,-6.452,0.477,https://open.spotify.com/track/2i2gDpKKWjvnRTOZRhaPh2,3,Happy
Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,10/4/2019,2019,75,2xyx0o4xNOLLjBSbOOdcbA,0.459,0.408,0.726,-6.606,0.603,https://open.spotify.com/track/2xyx0o4xNOLLjBSbOOdcbA,2,Sad
Could've Been (feat. Bryson Tiller),H.E.R.,8/30/2019,2019,75,6oEVnWKgPqIEPc53OYDNqG,0.408,0.352,0.45,-11.733,0.649,https://open.spotify.com/track/6oEVnWKgPqIEPc53OYDNqG,2,Sad
Broken Clocks,SZA,6/9/2017,2017,80,2fXwCWkh6YG5zU1IyvQrbs,0.406,0.684,0.692,-7.364,0.131,https://open.spotify.com/track/2fXwCWkh6YG5zU1IyvQrbs,0,Anxious
Sativa,Jhené Aiko,9/22/2017,2017,76,2pg2TiYo9Rb8KeB5JjP7jS,0.72,0.61,0.741,-7.34,0.316,https://open.spotify.com/track/2pg2TiYo9Rb8KeB5JjP7jS,1,Calm
Been Away,Brent Faiyaz,2/7/2020,2020,75,5PvVkf1Yuq3XyMqqjPiKPd,0.395,0.5,0.602,-9.377,0.477,https://open.spotify.com/track/5PvVkf1Yuq3XyMqqjPiKPd,2,Sad
Vixen,Miguel,11/26/2010,2010,59,3HBZIY3FVzXu6YjhExNqWe,0.338,0.499,0.427,-6.213,0.392,https://open.spotify.com/track/3HBZIY3FVzXu6YjhExNqWe,2,Sad
Too Fast,Sonder,1/27/2017,2017,69,0QyJXG36Q3Kta662XS8GhY,0.136,0.323,0.407,-11.076,0.281,https://open.spotify.com/track/0QyJXG36Q3Kta662XS8GhY,2,Sad
Right My Wrongs,Bryson Tiller,10/2/2015,2015,78,5rgrBsAFYMun6yhtnLKRPz,0.29,0.449,0.543,-8.065,0.345,https://open.spotify.com/track/5rgrBsAFYMun6yhtnLKRPz,2,Sad
Break from Toronto,PARTYNEXTDOOR,7/1/2013,2013,82,5fEB6ZmVkg63GZg9qO86jh,0.259,0.678,0.595,-5.18,0.0199,https://open.spotify.com/track/5fEB6ZmVkg63GZg9qO86jh,0,Anxious
PERSIAN RUGS,PARTYNEXTDOOR,10/16/2020,2020,71,2SWbnWSe1onmbllRAU46uo,0.147,0.428,0.768,-8.156,0.0489,https://open.spotify.com/track/2SWbnWSe1onmbllRAU46uo,2,Sad
Under The Influence,Chris Brown,10/4/2019,2019,84,5IgjP7X4th6nMNDh4akUHb,0.368,0.562,0.755,-8.947,0.0186,https://open.spotify.com/track/5IgjP7X4th6nMNDh4akUHb,0,Anxious
sex money feelings die - slowed version,Lykke Li,10/18/2019,2019,64,0dkvbYmXYEPK7gGMdytmfI,0.436,0.44,0.797,-6.587,0.471,https://open.spotify.com/track/0dkvbYmXYEPK7gGMdytmfI,2,Sad
Wus Good / Curious,PARTYNEXTDOOR,7/1/2013,2013,0,2ekdnv2xVIyAdG3ySoDDeY,0.453,0.537,0.344,-8.215,0.0727,https://open.spotify.com/track/2ekdnv2xVIyAdG3ySoDDeY,0,Anxious
On My Mama,Victoria Monét,6/16/2023,2023,63,1o8Z7GD1CeOaVBEyuzu4HO,0.621,0.539,0.481,-7.865,0.551,https://open.spotify.com/track/1o8Z7GD1CeOaVBEyuzu4HO,1,Calm
Talk 2 U,Brent Faiyaz,10/13/2017,2017,66,1Xm9CQRcJbOgTCpKCpS9s5,0.561,0.634,0.688,-10.443,0.14,https://open.spotify.com/track/1Xm9CQRcJbOgTCpKCpS9s5,1,Calm
Stay Ready (What A Life),Jhené Aiko,1/1/2013,2013,75,5nkUIVKqOqdpB6ApKgEMkv,0.308,0.493,0.347,-11.548,0.455,https://open.spotify.com/track/5nkUIVKqOqdpB6ApKgEMkv,2,Sad
Things Will Get Better,Cleo Sol,9/29/2023,2023,55,72p6EgDYckzaHhqx9Sbxmz,0.555,0.233,0.759,-9.342,0.381,https://open.spotify.com/track/72p6EgDYckzaHhqx9Sbxmz,2,Sad
Drugs N Hella Melodies (feat. Kali Uchis),Don Toliver,6/18/2021,2021,50,3Bi3ws3uigvFSmfTcSLjnp,0.325,0.643,0.57,-7.531,0.158,https://open.spotify.com/track/3Bi3ws3uigvFSmfTcSLjnp,0,Anxious
prove it,21 Savage,1/10/2024,2024,68,30efCAopZCFcoi43sSToNr,0.263,0.743,0.559,-5.418,0.38,https://open.spotify.com/track/30efCAopZCFcoi43sSToNr,0,Anxious
ROLE MODEL,Brent Faiyaz,7/8/2022,2022,69,1wGpEisE7VmhhSazD8hZ5l,0.335,0.544,0.606,-7.968,0.0285,https://open.spotify.com/track/1wGpEisE7VmhhSazD8hZ5l,0,Anxious
JACKIE BROWN,Brent Faiyaz,7/8/2022,2022,43,4DYtTTKXj72rVytUp8wgQx,0.473,0.23,0.756,-13.059,0.664,https://open.spotify.com/track/4DYtTTKXj72rVytUp8wgQx,2,Sad
Stay Down,Brent Faiyaz,10/13/2017,2017,64,4mwiRPRAUSSFD6lJ86m98B,0.488,0.301,0.551,-13.065,0.617,https://open.spotify.com/track/4mwiRPRAUSSFD6lJ86m98B,2,Sad
Fire & Desire,Drake,5/6/2016,2016,68,4BhGTc3Cgay2U1QcTS7vQe,0.275,0.252,0.722,-14.411,0.0671,https://open.spotify.com/track/4BhGTc3Cgay2U1QcTS7vQe,2,Sad
The Worst,Jhené Aiko,1/1/2013,2013,71,2wBCrtJS3E3TimRZ5MElTI,0.123,0.414,0.539,-9.156,0.253,https://open.spotify.com/track/2wBCrtJS3E3TimRZ5MElTI,2,Sad
Higher,Tems,9/25/2020,2020,72,2QdSb68BzZGMgCbsrFmSLc,0.528,0.581,0.609,-10.854,0.509,https://open.spotify.com/track/2QdSb68BzZGMgCbsrFmSLc,1,Calm
Her Way,PARTYNEXTDOOR,7/29/2014,2014,75,3JEJwjqLkg2Jbau5922CAb,0.119,0.487,0.542,-9.53,0.0544,https://open.spotify.com/track/3JEJwjqLkg2Jbau5922CAb,2,Sad
2AM,SZA,6/9/2022,2022,64,3vZGtceCbJVh5aDT4XhE0p,0.392,0.267,0.504,-13.678,0.438,https://open.spotify.com/track/3vZGtceCbJVh5aDT4XhE0p,2,Sad
The Weekend,SZA,6/9/2022,2022,50,61fROeJfnI3OtNQYMpN1gT,0.161,0.366,0.4,-9.405,0.242,https://open.spotify.com/track/61fROeJfnI3OtNQYMpN1gT,2,Sad
Needed Me,Rihanna,1/28/2016,2016,81,4pAl7FkDMNBsjykPXo91B3,0.298,0.315,0.697,-8.091,0.11,https://open.spotify.com/track/4pAl7FkDMNBsjykPXo91B3,2,Sad
Girl (feat. KAYTRANADA),The Internet,6/26/2015,2015,62,3PFaFVWq5wucLu6s4baj9D,0.453,0.42,0.568,-11.169,0.536,https://open.spotify.com/track/3PFaFVWq5wucLu6s4baj9D,2,Sad
Shea Butter Baby (with J. Cole),Ari Lennox,5/7/2019,2019,61,5BOBHIBuzvQuIYL1E1nDzl,0.0397,0.49,0.709,-7.457,0.11,https://open.spotify.com/track/5BOBHIBuzvQuIYL1E1nDzl,2,Sad
Nights Like This (feat. Ty Dolla $ign),Kehlani,2/22/2019,2019,71,6ZRuF2n1CQxyxxAAWsKJOy,0.291,0.725,0.61,-5.131,0.367,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,0,Anxious
I Want You Around,Snoh Aalegra,8/16/2019,2019,43,2tUuvamTbprsZ2YevAuzGC,0.604,0.445,0.715,-9.703,0.391,https://open.spotify.com/track/2tUuvamTbprsZ2YevAuzGC,1,Calm
From Time,Drake,1/1/2013,2013,66,2WC4sK0ryyysQhtDok9Ytr,0.44,0.494,0.737,-9.723,0.629,https://open.spotify.com/track/2WC4sK0ryyysQhtDok9Ytr,1,Calm
WY@,Brent Faiyaz,10/27/2023,2023,68,3ria9Axw5mheRAOoP9bnof,0.298,0.312,0.814,-8.215,0.477,https://open.spotify.com/track/3ria9Axw5mheRAOoP9bnof,2,Sad
Welcome to the Party,PARTYNEXTDOOR,7/1/2013,2013,63,5MtMp3OeL7oOeF0WWY4TFT,0.169,0.543,0.637,-6.158,0.0541,https://open.spotify.com/track/5MtMp3OeL7oOeF0WWY4TFT,2,Sad
quiero sentirme bien,Kali Uchis,12/4/2020,2020,60,1xP2jdihnPfoqPNVHHhKnm,0.684,0.38,0.779,-9.753,0.43,https://open.spotify.com/track/1xP2jdihnPfoqPNVHHhKnm,1,Calm
Let Me Love You,Mario,9/21/2004,2004,71,3ibKnFDaa3GhpPGlOUj7ff,0.556,0.578,0.656,-8.97,0.235,https://open.spotify.com/track/3ibKnFDaa3GhpPGlOUj7ff,1,Calm
Say My Name,Destiny's Child,7/27/1999,1999,78,7H6ev70Weq6DdpZyyTmUXk,0.734,0.678,0.713,-3.525,0.273,https://open.spotify.com/track/7H6ev70Weq6DdpZyyTmUXk,3,Happy
Miss Independent,Ne-Yo,1/1/2008,2008,77,34ceTg8ChN5HjrqiIYCn9Q,0.707,0.681,0.673,-5.693,0.52,https://open.spotify.com/track/34ceTg8ChN5HjrqiIYCn9Q,3,Happy
My Boo,USHER,3/23/2004,2004,79,68vgtRHr7iZHpzGpon6Jlo,0.676,0.507,0.662,-8.238,0.257,https://open.spotify.com/track/68vgtRHr7iZHpzGpon6Jlo,1,Calm
Dilemma,Nelly,6/25/2002,2002,77,0ARK753YaiJbpLUk7z5yIM,0.607,0.552,0.727,-8.074,0.226,https://open.spotify.com/track/0ARK753YaiJbpLUk7z5yIM,1,Calm
No Scrubs,TLC,2/23/1999,1999,82,1KGi9sZVMeszgZOWivFpxs,0.59,0.675,0.743,-4.267,0.0251,https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs,1,Calm
Because Of You,Ne-Yo,1/1/2007,2007,74,6CFPFnS9EcLs2I0nWqtWci,0.832,0.538,0.81,-5.783,0.53,https://open.spotify.com/track/6CFPFnS9EcLs2I0nWqtWci,1,Calm
Sexy Love,Ne-Yo,1/1/2006,2006,71,10aWGOqSDBqvNzJ9NeKDbK,0.49,0.513,0.693,-6.447,0.296,https://open.spotify.com/track/10aWGOqSDBqvNzJ9NeKDbK,1,Calm
With You,Chris Brown,11/6/2007,2007,74,5Lgcn7u07bHuqbOtXkN62u,0.655,0.693,0.662,-4.298,0.134,https://open.spotify.com/track/5Lgcn7u07bHuqbOtXkN62u,3,Happy
Ride Wit Me,Nelly,6/27/2000,2000,75,3Gf5nttwcX9aaSQXRWidEZ,0.724,0.7,0.85,-6.49,0.0607,https://open.spotify.com/track/3Gf5nttwcX9aaSQXRWidEZ,3,Happy
Confessions,USHER,3/23/2004,2004,60,4719foL6R25RSHSJ1shNaj,0.559,0.417,0.83,-7.559,0.178,https://open.spotify.com/track/4719foL6R25RSHSJ1shNaj,1,Calm
Say Goodbye,Chris Brown,6/27/1905,1905,68,5F7IJrXD6Fa3EmqoYE0gU4,0.388,0.502,0.8,-6.062,0.00167,https://open.spotify.com/track/5F7IJrXD6Fa3EmqoYE0gU4,2,Sad
If I Ain't Got You,Alicia Keys,12/2/2003,2003,82,3XVBdLihbNbxUwZosxcGuJ,0.166,0.444,0.609,-9.129,0.603,https://open.spotify.com/track/3XVBdLihbNbxUwZosxcGuJ,2,Sad
Go On Girl,Ne-Yo,1/1/2007,2007,63,3QE7ObGjkt1kYnhLvZPRUy,0.562,0.522,0.637,-6.959,0.156,https://open.spotify.com/track/3QE7ObGjkt1kYnhLvZPRUy,1,Calm
I Wanna Love You,Akon,3/4/2022,2022,64,1OKvqRUG3QbaqLWGn7bhzF,0.357,0.501,0.863,-8.753,0.0164,https://open.spotify.com/track/1OKvqRUG3QbaqLWGn7bhzF,2,Sad
I'm Real (feat. Ja Rule) - Murder Remix,Jennifer Lopez,1/23/2001,2001,64,6MLsahMK3VvH9NUwXOktdS,0.554,0.587,0.708,-7.93,0.273,https://open.spotify.com/track/6MLsahMK3VvH9NUwXOktdS,1,Calm
Bad Girl,USHER,3/23/2004,2004,61,5rPzPAaOUceS8HiAculegz,0.835,0.829,0.777,-6.905,0.245,https://open.spotify.com/track/5rPzPAaOUceS8HiAculegz,3,Happy
How Do I Breathe,Mario,12/11/2007,2007,68,174rZBKJAqD10VBnOjlQQ3,0.487,0.455,0.684,-8.216,0.215,https://open.spotify.com/track/174rZBKJAqD10VBnOjlQQ3,1,Calm
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,12/4/2001,2001,72,2mKouqwAIdQnMP43zxR89r,0.919,0.707,0.835,-5.074,0.0219,https://open.spotify.com/track/2mKouqwAIdQnMP43zxR89r,3,Happy
Foolish,Ashanti,1/1/2002,2002,72,6zMUIb4uce1CzpbjR3vMdN,0.707,0.695,0.665,-5.763,0.347,https://open.spotify.com/track/6zMUIb4uce1CzpbjR3vMdN,3,Happy
Mesmerize,Ja Rule,1/1/2002,2002,62,2iclfHORMqpR3TxuhwVRhD,0.39,0.648,0.764,-6.639,0.0562,https://open.spotify.com/track/2iclfHORMqpR3TxuhwVRhD,0,Anxious
Sexy Can I,Ray J,4/8/2008,2008,2,1q51MejmtLKEv8mABG8XRE,0.926,0.686,0.575,-6.008,0.296,https://open.spotify.com/track/1q51MejmtLKEv8mABG8XRE,3,Happy
Yo (Excuse Me Miss),Chris Brown,6/27/1905,1905,71,7DFnq8FYhHMCylykf6ZCxA,0.57,0.612,0.536,-5.847,0.119,https://open.spotify.com/track/7DFnq8FYhHMCylykf6ZCxA,1,Calm
So Sick,Ne-Yo,1/1/2006,2006,78,6brl7bwOHmGFkNw3MBqssT,0.578,0.574,0.452,-8.336,0.245,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT,1,Calm
Confessions Part II,USHER,3/23/2004,2004,68,7wBThXx7BGZHJJ3aN3OPvv,0.702,0.467,0.845,-7.674,0.0586,https://open.spotify.com/track/7wBThXx7BGZHJJ3aN3OPvv,1,Calm
Unfoolish,Ashanti,1/1/2002,2002,64,6dZ6qWl1e9GsMndBG7vqB9,0.688,0.692,0.701,-4.67,0.699,https://open.spotify.com/track/6dZ6qWl1e9GsMndBG7vqB9,3,Happy
Burn,USHER,3/23/2004,2004,70,7z3N2W7Xz1t2G2sAO8wFVH,0.685,0.477,0.796,-7.161,0.314,https://open.spotify.com/track/7z3N2W7Xz1t2G2sAO8wFVH,1,Calm
One Wish,Ray J,9/5/2005,2005,62,2TFsx3B0hLSSTambrudXs3,0.592,0.651,0.529,-7.061,0.281,https://open.spotify.com/track/2TFsx3B0hLSSTambrudXs3,1,Calm
Don't Matter,Akon,1/1/2006,2006,74,7I6DceMT3utDOHjcYCbrr4,0.354,0.443,0.798,-6.062,0.244,https://open.spotify.com/track/7I6DceMT3utDOHjcYCbrr4,2,Sad
Closer,Ne-Yo,1/1/2008,2008,68,0GX5oOKtU0nnx5OkhenW2i,0.569,0.745,0.709,-6.436,0.0226,https://open.spotify.com/track/0GX5oOKtU0nnx5OkhenW2i,3,Happy
Take A Bow,Rihanna,6/2/2008,2008,73,3goSVuTt3fDYDP6kRnFwuL,0.559,0.467,0.518,-7.536,0.248,https://open.spotify.com/track/3goSVuTt3fDYDP6kRnFwuL,1,Calm
I'm Sprung,T-Pain,12/6/2005,2005,72,0DLOyyQvwPTSDKuhpzMMwA,0.195,0.327,0.728,-11.596,0.0948,https://open.spotify.com/track/0DLOyyQvwPTSDKuhpzMMwA,2,Sad
So Into You,Tamia,6/20/1905,1905,69,3c6afiysmB7OnxQzzSqRfD,0.708,0.479,0.656,-7.055,0.0665,https://open.spotify.com/track/3c6afiysmB7OnxQzzSqRfD,1,Calm
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine, Mario Winans]",Diddy,3/9/2004,2004,66,6Wt5QBzHp9vdSLAFlvdnDQ,0.779,0.471,0.713,-7.392,0.421,https://open.spotify.com/track/6Wt5QBzHp9vdSLAFlvdnDQ,1,Calm
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,6/5/2007,2007,76,1tkMs9wDPknQ3ZHcKDw1ES,0.605,0.549,0.693,-8.141,0.0109,https://open.spotify.com/track/1tkMs9wDPknQ3ZHcKDw1ES,1,Calm
Do You,Ne-Yo,1/1/2007,2007,58,0JKjqJLo145b1mqA6MnhIl,0.592,0.614,0.555,-5.857,0.313,https://open.spotify.com/track/0JKjqJLo145b1mqA6MnhIl,1,Calm
I Need a Girl,Trey Songz,8/31/2009,2009,53,5cU50IAoAFF7qFWOtdbEjr,0.565,0.785,0.602,-6.129,0.245,https://open.spotify.com/track/5cU50IAoAFF7qFWOtdbEjr,3,Happy
It Girl,Jason Derulo,9/16/2011,2011,67,4fINc8dnfcz7AdhFYVA4i7,0.345,0.718,0.668,-4.736,0.0165,https://open.spotify.com/track/4fINc8dnfcz7AdhFYVA4i7,0,Anxious
Whatcha Say,Jason Derulo,3/1/2010,2010,56,2zJZwWF7BTGIIvrAlgzJEx,0.711,0.711,0.615,-5.507,0.0444,https://open.spotify.com/track/2zJZwWF7BTGIIvrAlgzJEx,3,Happy
Best Love Song,T-Pain,12/6/2011,2011,63,4CHLYbx8NB1LUn5WqT0SzV,0.679,0.711,0.622,-6.618,0.0457,https://open.spotify.com/track/4CHLYbx8NB1LUn5WqT0SzV,3,Happy
Shortie Like Mine (feat. Chris Brown & Johntá Austin),Bow Wow,12/18/2006,2006,60,6oUGAx0vkBcnGzYkvw0ZsA,0.701,0.642,0.758,-8.128,0.0745,https://open.spotify.com/track/6oUGAx0vkBcnGzYkvw0ZsA,1,Calm
Take You Down,Chris Brown,11/6/2007,2007,66,1vwUsp52io0AGQ5yv470IC,0.617,0.64,0.387,-5.817,0.107,https://open.spotify.com/track/1vwUsp52io0AGQ5yv470IC,1,Calm
We Ride,Rihanna,4/10/2006,2006,63,0EIsxWGPSte4cAHZw5aXr4,0.772,0.744,0.394,-5.465,0.00175,https://open.spotify.com/track/0EIsxWGPSte4cAHZw5aXr4,3,Happy
Mad,Ne-Yo,1/1/2008,2008,71,6Hn9Uc1mMNfqChXU3txNke,0.668,0.65,0.727,-5.357,0.662,https://open.spotify.com/track/6Hn9Uc1mMNfqChXU3txNke,1,Calm
Smack That,Akon,1/1/2006,2006,83,2kQuhkFX7uSVepCD3h29g5,0.925,0.741,0.939,-5.171,0.323,https://open.spotify.com/track/2kQuhkFX7uSVepCD3h29g5,3,Happy
No Air (feat. Chris Brown),Jordin Sparks,11/20/2007,2007,71,1jUA4rb6ZCv4gby4YU53xq,0.328,0.759,0.466,-4.978,0.0521,https://open.spotify.com/track/1jUA4rb6ZCv4gby4YU53xq,0,Anxious
Touch My Body,Mariah Carey,4/4/2008,2008,71,2aEuXA1KswHlCGPOuPmCOW,0.842,0.665,0.714,-7.736,0.0996,https://open.spotify.com/track/2aEuXA1KswHlCGPOuPmCOW,3,Happy
Bartender (feat. Akon),T-Pain,6/5/2007,2007,75,1RGIjMFMgJxkZHMDXVYzOJ,0.436,0.391,0.832,-8.504,0.0564,https://open.spotify.com/track/1RGIjMFMgJxkZHMDXVYzOJ,2,Sad
Love Don't Change,Jeremih,1/1/2010,2010,64,6PmjWl0phNxc0R5OwkDdiZ,0.17,0.424,0.539,-9.361,0.317,https://open.spotify.com/track/6PmjWl0phNxc0R5OwkDdiZ,2,Sad
We Belong Together,Mariah Carey,6/27/1905,1905,73,4EI8VuxUuIHKfafU72emqz,0.767,0.476,0.84,-7.918,0.0264,https://open.spotify.com/track/4EI8VuxUuIHKfafU72emqz,1,Calm
Same Girl (with Usher),R. Kelly,5/25/2007,2007,59,6OSmeoh8kXhCfz9WqvzDoJ,0.816,0.583,0.717,-5.008,0.506,https://open.spotify.com/track/6OSmeoh8kXhCfz9WqvzDoJ,1,Calm
In My Head,Jason Derulo,3/1/2010,2010,52,0TyOpxlWwDx98bjkIVHUgY,0.849,0.733,0.762,-4.175,0.027,https://open.spotify.com/track/0TyOpxlWwDx98bjkIVHUgY,3,Happy
Love in This Club (feat. Young Jeezy),USHER,5/27/2008,2008,74,5j0McHPthKpOXRr3fBq8M0,0.346,0.712,0.573,-5.976,0.0572,https://open.spotify.com/track/5j0McHPthKpOXRr3fBq8M0,0,Anxious
Hate That I Love You,Rihanna,6/2/2008,2008,70,7iu0WYLdo4yksKf3seaxzI,0.731,0.73,0.637,-5.38,0.322,https://open.spotify.com/track/7iu0WYLdo4yksKf3seaxzI,3,Happy
U Remind Me,USHER,8/7/2001,2001,70,2QsZVnbWVSjKMXK6K3uRBL,0.726,0.629,0.657,-4.938,0.194,https://open.spotify.com/track/2QsZVnbWVSjKMXK6K3uRBL,1,Calm
Kiss Me Thru The Phone,Soulja Boy,1/1/2008,2008,76,2q4rjDy9WhaN3o9MvDbO21,0.794,0.712,0.758,-3.781,0.0188,https://open.spotify.com/track/2q4rjDy9WhaN3o9MvDbO21,3,Happy
I Wanna Know,Joe,4/18/2000,2000,66,1m2xMsxbtxv21Brome189p,0.599,0.487,0.725,-5.959,0.26,https://open.spotify.com/track/1m2xMsxbtxv21Brome189p,1,Calm
Neighbors Know My Name,Trey Songz,8/31/2009,2009,56,6jvvpPJQJy5rMOEkLlADl6,0.391,0.693,0.663,-5.776,0.0379,https://open.spotify.com/track/6jvvpPJQJy5rMOEkLlADl6,0,Anxious
Cater 2 U,Destiny's Child,6/26/1905,1905,60,0FZvjrHpAmLKj574M4VwrF,0.464,0.584,0.605,-7.043,0.286,https://open.spotify.com/track/0FZvjrHpAmLKj574M4VwrF,0,Anxious
What If,Jason Derulo,2/26/2010,2010,48,4qiVbHlE4gdQHM79Hx4hPD,0.538,0.757,0.429,-2.912,0.14,https://open.spotify.com/track/4qiVbHlE4gdQHM79Hx4hPD,0,Anxious
Bed,J. Holiday,1/1/2007,2007,63,6TlRNJaezOdzdECnQeRuMM,0.722,0.606,0.676,-7.268,0.17,https://open.spotify.com/track/6TlRNJaezOdzdECnQeRuMM,1,Calm
U Got It Bad,USHER,8/7/2001,2001,70,7J41dYQolQJEtj3UmKLu5r,0.649,0.5,0.816,-4.551,0.0227,https://open.spotify.com/track/7J41dYQolQJEtj3UmKLu5r,1,Calm
Ice Box,Omarion,12/26/2006,2006,57,5qhlC4Rzals34zxovrPzKp,0.821,0.731,0.775,-5.446,0.189,https://open.spotify.com/track/5qhlC4Rzals34zxovrPzKp,3,Happy
Forever,Chris Brown,4/29/2008,2008,76,3NZJlJemX3mzjf56MqC5ML,0.438,0.82,0.672,-4.456,0.0368,https://open.spotify.com/track/3NZJlJemX3mzjf56MqC5ML,0,Anxious
Me & U,Cassie,8/7/2006,2006,77,7k6IzwMGpxnRghE7YosnXT,0.739,0.454,0.803,-4.802,0.352,https://open.spotify.com/track/7k6IzwMGpxnRghE7YosnXT,1,Calm
Best I Ever Had,Drake,7/1/1905,1905,74,3QLjDkgLh9AOEHlhQtDuhs,0.558,0.922,0.395,-2.176,0.19,https://open.spotify.com/track/3QLjDkgLh9AOEHlhQtDuhs,3,Happy
Umbrella,Rihanna,6/2/2008,2008,81,49FYlytm3dAAraYgpoJZux,0.584,0.828,0.585,-4.603,0.00906,https://open.spotify.com/track/49FYlytm3dAAraYgpoJZux,3,Happy
Officially Missing You,Tamia,6/25/1905,1905,56,57zCPgJ2xnD552JTmOaWdQ,0.226,0.407,0.476,-9.239,0.247,https://open.spotify.com/track/57zCPgJ2xnD552JTmOaWdQ,2,Sad
Lovers And Friends,Lil Jon & The East Side Boyz,11/16/2004,2004,65,41PWz0hAiU9FqsmjR9Wh62,0.532,0.501,0.675,-6.183,0.0541,https://open.spotify.com/track/41PWz0hAiU9FqsmjR9Wh62,1,Calm
When You're Mad,Ne-Yo,1/1/2006,2006,55,5FXOEdfNW7nYQrBWtW49Cl,0.435,0.548,0.661,-7.127,0.364,https://open.spotify.com/track/5FXOEdfNW7nYQrBWtW49Cl,0,Anxious
"Bust It Baby, Pt. 2 (feat. Ne-Yo)",Plies,6/10/2008,2008,60,0exb0K7vsjf5bXWLJJhAuF,0.807,0.801,0.648,-7.24,0.154,https://open.spotify.com/track/0exb0K7vsjf5bXWLJJhAuF,3,Happy
Lie About Us,Avant,1/1/2006,2006,52,18cMxAuSTWkljxRYk1Fma1,0.839,0.671,0.695,-4.763,0.189,https://open.spotify.com/track/18cMxAuSTWkljxRYk1Fma1,3,Happy
I Choose You,Mario,10/8/2009,2009,56,1KKpOFUTS8B9pD5x3PevoX,0.708,0.628,0.673,-5.192,0.0819,https://open.spotify.com/track/1KKpOFUTS8B9pD5x3PevoX,1,Calm
Rockin' That Shit,The-Dream,1/1/2009,2009,60,3RBGG1be9aBaSvjnw6ABkh,0.626,0.62,0.672,-4.865,0.124,https://open.spotify.com/track/3RBGG1be9aBaSvjnw6ABkh,1,Calm
Did You Wrong,Pleasure P,6/5/2009,2009,54,5klW2KKu4GaHWfTR01ywrj,0.367,0.786,0.598,-5.037,0.04,https://open.spotify.com/track/5klW2KKu4GaHWfTR01ywrj,0,Anxious
